Aircraft Type,Wingspan (tip to tip in meters),Source,Strike Distance (Gear to End of Fuesalage),Source,Length of Plane (meters),Source,Height from Ground to bottom,Source (EVERY VALUE EXCEPT BOEING OR AIRBUS IS ESTIMATED),Max Thrust (kN),Source,Empty Weight (KG),Source,MTOW (KG),Source,Max Landing Weight (KG),Source,CG (m from nose),Source
MD83,32.78,https://www.skybrary.aero/index.php/MD83,18.55,https://www.skybrary.aero/index.php/File:MD83_3D.jpg (APPROX),45.06,https://www.skybrary.aero/index.php/MD83,1,https://www.boeing.com/resources/boeingdotcom/commercial/airports/acaps/md80.pdf,82-93,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-80#MD-82,35300-36200,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-80#MD-82,72600,https://en.wikipedia.org/wiki/McDonnell_Douglas_MD-80#MD-82,63275,https://www.globalair.com/aircraft-for-sale/Specifications?specid=1112,26.22,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=MhsIXdjILdbb-gSNopq4CA&q=md+83&oq=md+83&gs_l=img.3..0l7j0i67j0i5i30l2.112022.112235..112372...0.0..0.134.207.1j1......0....1..gws-wiz-img.......35i39.hxH6EPgxgFg#imgrc=BLnCquDA2uH9MM:
MU2,11.9,https://www.skybrary.aero/index.php/MU2,5.15,https://www.skybrary.aero/index.php/File:MU2_3D.jpg (APPROX),10.1,https://www.skybrary.aero/index.php/MU2,0.7,https://www.skybrary.aero/index.php/MU2,540 kW,https://en.wikipedia.org/wiki/Mitsubishi_MU-2#Specifications_(MU-2L),3422,https://en.wikipedia.org/wiki/Mitsubishi_MU-2#Specifications_(MU-2L),5250,https://en.wikipedia.org/wiki/Mitsubishi_MU-2#Specifications_(MU-2L),5000,https://www.globalair.com/aircraft-for-sale/Specifications?specid=813,5.05,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=pBsIXbbCG9L2-gTK76SYDA&q=mu2&oq=mu2&gs_l=img.3..0l10.133109.133268..133376...0.0..0.68.131.2......0....1..gws-wiz-img.......35i39.EfI3EGFjIiY#imgrc=b1fVhxiIcoPR2M:
P28A,10.7,https://www.skybrary.aero/index.php/P28A,4.32,https://www.skybrary.aero/index.php/File:P28A_3D.jpg (APPROX),7.2,https://www.skybrary.aero/index.php/P28A,0.44,https://www.skybrary.aero/index.php/P28A,113 kW,https://en.wikipedia.org/wiki/Piper_PA-28_Cherokee#Specifications_(1964_model_PA-28-140_Cherokee_140),544,https://en.wikipedia.org/wiki/Piper_PA-28_Cherokee#Specifications_(1964_model_PA-28-140_Cherokee_140),975,https://en.wikipedia.org/wiki/Piper_PA-28_Cherokee#Specifications_(1964_model_PA-28-140_Cherokee_140),975,https://www.globalair.com/aircraft-for-sale/Specifications?specid=99,2.8,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=KxwIXevxDYTf-gTAo77gDA&q=p28a+aircraft&oq=P28A+&gs_l=img.1.0.0j0i5i30j0i30l3j0i5i30l3j0i24l2.68227.69220..70766...0.0..0.70.326.5......0....1..gws-wiz-img.......35i39j0i67j0i10i67.N8WZ9mDldH0#imgrc=cUNjWTnBZ1tNgM:
PA27,11.4,https://www.skybrary.aero/index.php/PA27,6.33,https://www.skybrary.aero/index.php/File:PA27_3D.jpg (APPROX),9.5,https://www.skybrary.aero/index.php/PA27,1.1,https://www.skybrary.aero/index.php/PA27,190 kW,"https://en.wikipedia.org/wiki/Piper_PA-23#Specifications_(PA-23-250F,_normally_aspirated)",1442,"https://en.wikipedia.org/wiki/Piper_PA-23#Specifications_(PA-23-250F,_normally_aspirated)",2359,"https://en.wikipedia.org/wiki/Piper_PA-23#Specifications_(PA-23-250F,_normally_aspirated)",2358,https://www.globalair.com/aircraft-for-sale/Specifications?specid=1049,2.92,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=cxwIXbSrFobF-gTQ4Yr4Bg&q=pa27+aircraft&oq=pa27+aircraft&gs_l=img.3..0.63905.64561..64861...0.0..0.73.275.4......0....1..gws-wiz-img.......0i7i30j0i8i30j0i24.M8FE46YtgUk#imgrc=UaE7RmkJxk3EoM:
PA31,12.4,https://www.skybrary.aero/index.php/PA31,5.47,https://www.skybrary.aero/index.php/File:PA31_3D.jpg (APPROX),9.9,https://www.skybrary.aero/index.php/PA31,1,https://www.skybrary.aero/index.php/PA31,231 kW,https://en.wikipedia.org/wiki/Piper_PA-31_Navajo#Specifications_(PA-31_Navajo),1782,https://en.wikipedia.org/wiki/Piper_PA-31_Navajo#Specifications_(PA-31_Navajo),2948,https://en.wikipedia.org/wiki/Piper_PA-31_Navajo#Specifications_(PA-31_Navajo),3175,https://www.globalair.com/aircraft-for-sale/Specifications?specid=119,4.52,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=tRwIXbm7JMTC-gT4kqL4CA&q=pa31+aircraft&oq=pa31+aircraft&gs_l=img.3..0.88272.88583..88692...0.0..0.76.286.4......0....1..gws-wiz-img.......0i7i30j0i8i30j0i24.5gLXsOUy0XU#imgrc=ETWTzWrlQIKpnM:
PA34,11.9,https://www.skybrary.aero/index.php/PA34,5.12,https://www.skybrary.aero/index.php/File:PA34_3D.jpg (APPROX),8.7,https://www.skybrary.aero/index.php/PA34,1,https://www.skybrary.aero/index.php/PA34,164 kW,https://en.wikipedia.org/wiki/Piper_PA-34_Seneca#Specifications_(PA-34-220T_Seneca_V),1457,https://en.wikipedia.org/wiki/Piper_PA-34_Seneca#Specifications_(PA-34-220T_Seneca_V),2155,https://en.wikipedia.org/wiki/Piper_PA-34_Seneca#Specifications_(PA-34-220T_Seneca_V),2047,https://www.globalair.com/aircraft-for-sale/Specifications?specid=386,2.48,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=Dx0IXdisJMfF-gT51pGoCA&q=pa34+aircraft&oq=pa34+aircraft&gs_l=img.3..0.63294.63472..63567...0.0..0.66.126.2......0....1..gws-wiz-img.......0i7i30.NlIzqrmop_E#imgrc=47D1Hs3EVvmMkM:
PAY2,13,https://www.skybrary.aero/index.php/PAY2,6.2,https://www.skybrary.aero/index.php/File:PAY2_3D.jpg (APPROX),11.1,https://www.skybrary.aero/index.php/PAY2,0.63,https://www.skybrary.aero/index.php/PAY2,537 kW-746 kW,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,2898,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,5026,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,5034,https://www.globalair.com/aircraft-for-sale/Specifications?specid=308,4.85,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=UB0IXcbJMpfg-gSLxqDgCw&q=pay2+aircraft&oq=pay2+aircraft&gs_l=img.3..0j0i24.60592.61297..62708...0.0..0.68.134.2......0....1..gws-wiz-img.......0i7i30j0i8i30.ifhnafeKMJM#imgrc=UKcjGCe6IV10WM:
PAY3,14.5,https://www.skybrary.aero/index.php/PAY3,7.53,https://www.skybrary.aero/index.php/File:PAY3_3D.jpg (APPROX),13.2,https://www.skybrary.aero/index.php/PAY3,0.77,https://www.skybrary.aero/index.php/PAY3,537 kW-746 kW,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,3101,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,5466,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,4686,www.cheyenneairservice.com/sites/.../CHEYENNE%20III%20%20SPEC_PERF.pdf,3.77,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=kB0IXabaNdTK-gSrgpvwCw&q=pay3+aircraft&oq=pay3+aircraft&gs_l=img.3..0i24l2.61234.62021..62127...0.0..0.69.134.2......0....1..gws-wiz-img.......0i7i30j0i8i30.dbr38jeb4Fc#imgrc=bJW_WptnIMhpYM:
RJ85,26.34,https://www.skybrary.aero/index.php/RJ85,14.13,https://www.skybrary.aero/index.php/File:RJ85_3D.jpg (APPROX),28.55,https://www.skybrary.aero/index.php/RJ85,0.76,https://www.skybrary.aero/index.php/RJ85,537 kW-746 kW,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,24600,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,42814,https://en.wikipedia.org/wiki/Piper_PA-42_Cheyenne#Specifications,38555,http://www.flugzeuginfo.net/acdata_php/acdata_bae1462_en.php,11.95,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=0B0IXZG_BoXS-gTKrp6ICA&q=RJ85+aircraft&oq=RJ85+aircraft&gs_l=img.3..0.75708.76695..76947...0.0..0.67.251.4......0....1..gws-wiz-img.......0i7i30j0i7i5i30j0i8i7i30.2jNZ2_YLN_c#imgrc=D2UIMo9LyTBALM:
SB20,24.8,https://www.skybrary.aero/index.php/SB20,14,https://www.skybrary.aero/index.php/File:SB20_3D.jpg (APPROX),27.3,https://www.skybrary.aero/index.php/SB20,0.65,https://www.skybrary.aero/index.php/SB20,3096 kW,https://en.wikipedia.org/wiki/Saab_2000#Specifications,13800,https://en.wikipedia.org/wiki/Saab_2000#Specifications,22800,https://en.wikipedia.org/wiki/Saab_2000#Specifications,22000,www.saabaircraftleasing.com/prod/datasheets/2000_JAR.pdf,11.29,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=Hh4IXYbCE4LI-gTYuJe4BQ&q=SB20+aircraft&oq=SB20+aircraft&gs_l=img.3..0.59184.59928..60173...0.0..0.73.260.4......0....1..gws-wiz-img.......0i7i30j0i24.3FzipR2LtL0#imgrc=ZxmiHehDJDkIfM:
SF34,21.4,https://www.skybrary.aero/index.php/SF34,10.55,https://www.skybrary.aero/index.php/File:SF34_3D.jpg (APPROX),19.7,https://www.skybrary.aero/index.php/SF34,1.08,https://www.skybrary.aero/index.php/SF34,1305 kW,https://en.wikipedia.org/wiki/Saab_340#Specifications_(340B),8140,https://en.wikipedia.org/wiki/Saab_340#Specifications_(340B),13155,https://en.wikipedia.org/wiki/Saab_340#Specifications_(340B),12927,https://saab.com/civil-aerospace/regional-aircraft/regional-aircraft/saab-340b/,8.95,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=Wx4IXbvlM4fz-gTboIrIAg&q=SF34+aircraft&oq=SF34+aircraft&gs_l=img.3..0l2.74454.74921..75061...0.0..0.113.244.2j1......0....1..gws-wiz-img.......0i7i30j0i24.nOX9pYaT2hg#imgrc=FCuB2b_qaRBCCM:
SH36,22.8,https://www.skybrary.aero/index.php/SH36,11.53,https://www.skybrary.aero/index.php/File:SH36_3D.jpg (APPROX),21.6,https://www.skybrary.aero/index.php/SH36,0.812,https://www.skybrary.aero/index.php/SH36,1062 kW,https://en.wikipedia.org/wiki/Short_360,7870,https://en.wikipedia.org/wiki/Short_360,12292,https://en.wikipedia.org/wiki/Short_360,12020,https://www.airlines-inform.com › World commercial aircraft,9.31,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=qB4IXYnODo-d-gSP6qP4Ag&q=SH36+aircraft&oq=SH36+aircraft&gs_l=img.3..0.50446.50983..51117...0.0..0.82.220.3......0....1..gws-wiz-img.......0i7i30j0i24.I3DMAKzwAZ4#imgrc=xdV-RDjC6J5qzM:
SW3,14.1,https://www.skybrary.aero/index.php/SW3,6.34,https://www.skybrary.aero/index.php/File:SW3_3D.jpg A(PPROX),12.9,https://www.skybrary.aero/index.php/SW3,0.92,https://www.skybrary.aero/index.php/SW3,671 kW,"https://en.wikipedia.org/wiki/Swearingen_Merlin#Specifications_(Merlin_IIIC,_SFAR_Pt_41_certification)",3696,"https://en.wikipedia.org/wiki/Swearingen_Merlin#Specifications_(Merlin_IIIC,_SFAR_Pt_41_certification)",6001,"https://en.wikipedia.org/wiki/Swearingen_Merlin#Specifications_(Merlin_IIIC,_SFAR_Pt_41_certification)",7110,https://www.predictivemobility.com/manufacturer-2752-fairchild-swearingen,5.56,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=3B4IXYyjKtPC-gTlirrACA&q=SW3+aircraft&oq=SW3+aircraft&gs_l=img.3..0.55599.55875..56219...0.0..0.68.130.2......0....1..gws-wiz-img.......0i7i30.hj-I6YYjdzo#imgrc=h23mkWoPKd8jLM:
SW4,17.37,https://www.skybrary.aero/index.php/SW4,9.61,https://www.skybrary.aero/index.php/File:SW4_3D.jpg (APPROX),18.09,https://www.skybrary.aero/index.php/SW4,1.81,https://www.skybrary.aero/index.php/SW4,820 kW,https://en.wikipedia.org/wiki/Fairchild_Swearingen_Metroliner#Specifications_(Metro_III),3963,https://en.wikipedia.org/wiki/Fairchild_Swearingen_Metroliner#Specifications_(Metro_III),3963,https://en.wikipedia.org/wiki/Fairchild_Swearingen_Metroliner#Specifications_(Metro_III),6350,https://www.globalair.com/aircraft-for-sale/Specifications?specid=228,6,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=3B4IXYyjKtPC-gTlirrACA&q=SW3+aircraft&oq=SW3+aircraft&gs_l=img.3..0.55599.55875..56219...0.0..0.68.130.2......0....1..gws-wiz-img.......0i7i30.hj-I6YYjdzo#imgrc=h23mkWoPKd8jLM:
T134,29,https://www.skybrary.aero/index.php/T134,14.66,https://www.skybrary.aero/index.php/File:T134_3D.jpg (APPROX),37.1,https://www.skybrary.aero/index.php/T134,1.9,https://www.skybrary.aero/index.php/T134,66.68,https://en.wikipedia.org/wiki/Tupolev_Tu-134#Specifications_(Tu-134A),27960,https://en.wikipedia.org/wiki/Tupolev_Tu-134#Specifications_(Tu-134A),27960,https://en.wikipedia.org/wiki/Tupolev_Tu-134#Specifications_(Tu-134A),43000,https://www.predictivemobility.com/manufacturer-6437-tupolev,1.44,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=Fh8IXdPaCILg-gT4hrqoCw&q=T134+aircraft&oq=T134+aircraft&gs_l=img.3..0i24.56005.56683..56893...0.0..0.74.266.4......0....1..gws-wiz-img.......0i7i30.wt-Uf-qeSmQ#imgrc=KYPchIQT_rOOpM:
T154,37.5,https://www.skybrary.aero/index.php/T154,18.8,https://www.skybrary.aero/index.php/File:T154_3D.jpg (APPROX),48,https://www.skybrary.aero/index.php/T154,1.63,https://www.skybrary.aero/index.php/T154,90-103,https://en.wikipedia.org/wiki/Tupolev_Tu-154#Specifications,50700-55300,https://en.wikipedia.org/wiki/Tupolev_Tu-154#Specifications,98000,https://en.wikipedia.org/wiki/Tupolev_Tu-154#Specifications,65535,https://www.predictivemobility.com/manufacturer-6437-tupolev,26.89,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=UB8IXfbeFs2X-gS6mZboBg&q=T154+aircraft&oq=T154+aircraft&gs_l=img.3..0.49525.49837..49978...0.0..0.115.190.1j1......0....1..gws-wiz-img.Nd9LHmzg6kY#imgrc=zpUCWbknm0HvqM:
TBM7,12.2,https://www.skybrary.aero/index.php/TBM7,5.91,https://www.skybrary.aero/index.php/File:TBM7_3D.jpg,10.4,https://www.skybrary.aero/index.php/TBM7,0.81,https://www.skybrary.aero/index.php/TBM7,634 kW,https://en.wikipedia.org/wiki/SOCATA_TBM#Specifications_(TBM_900),2097,https://en.wikipedia.org/wiki/SOCATA_TBM#Specifications_(TBM_900),3353,https://en.wikipedia.org/wiki/SOCATA_TBM#Specifications_(TBM_900),3186,http://www.tbm.aero/wp-content/uploads/2016/03/PIM__900_AN__E0R2.pdf,3.62,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=gx8IXaqBHcn5-gTOs6zIBg&q=TBM7+aircraft&oq=TBM7+aircraft&gs_l=img.3..0.71577.72389..72553...0.0..0.82.205.3......0....1..gws-wiz-img.......0i7i30j0i24.eF4ZN2nEaO4#imgrc=QcOmpwY4SG6oMM:
TRIN,9.8,https://www.skybrary.aero/index.php/TRIN,4.64,https://www.skybrary.aero/index.php/File:TRIN_3D.jpg (APPROX),7.7,https://www.skybrary.aero/index.php/TRIN,0.61,https://www.skybrary.aero/index.php/TRIN,134 kW,https://en.wikipedia.org/wiki/SOCATA_TB_family#Specifications_(TB_10),670,https://en.wikipedia.org/wiki/SOCATA_TB_family#Specifications_(TB_10),"1,150",https://en.wikipedia.org/wiki/SOCATA_TB_family#Specifications_(TB_10),3186,http://www.tbm.aero/wp-content/uploads/2016/03/PIM_850___E1R11-WEB.pdf,2.96,https://www.google.com/search?rlz=1C1CHBF_enUS850US850&biw=1745&bih=877&tbm=isch&sa=1&ei=zR8IXfS8B8Xb-wT3_qLQCg&q=TRIN+aircraft&oq=TRIN+aircraft&gs_l=img.3..0j0i7i30.49159.49481..49731...0.0..0.64.192.3......0....1..gws-wiz-img.8XkpDeTYnG4#imgrc=UZFzVFhb37ikJM:
